genome_region,host,country,isolation,collection_date,strain
vp40,Homo sapiens,Sierra Leone,blood,2014/05/26,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/05/26,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/05/26,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/05/26,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/05/26,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/05/26,zaire
L,Homo sapiens,Sierra Leone,blood,2014/05/26,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/05/27,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/05/27,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/05/27,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/05/27,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/05/27,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/05/27,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/05/27,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/05/27,zaire
L,Homo sapiens,Sierra Leone,blood,2014/05/27,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
L,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
L,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
L,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
L,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
L,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
L,Homo sapiens,Sierra Leone,blood,2014/05/28,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/16,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/16,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/16,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/16,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/16,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/16,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/16,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/16,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/16,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/17,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/17,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/17,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/17,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/17,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/17,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/17,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/17,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/17,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/18,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/19,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/21,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/22,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/22,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/22,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/22,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/22,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/22,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/22,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/22,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/22,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/25,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/25,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/25,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/25,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/25,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/25,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/25,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/25,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/25,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
L,Homo sapiens,Sierra Leone,blood,2014/06/24,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/05,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/05,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/05,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/05,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/05,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/05,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/05,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/05,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/05,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/04,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/04,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/04,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/04,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/04,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/04,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/04,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/04,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/04,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/06,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/06,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/06,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/06,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/06,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/06,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/06,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/06,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/06,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/07,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/07,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/07,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/07,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/07,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/07,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/07,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/07,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/07,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/08,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/09,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/09,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/09,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/09,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/09,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/09,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/09,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/09,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/09,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/10,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/10,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/10,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/10,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/10,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/10,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/10,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/10,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/10,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/11,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/12,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/13,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/13,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/13,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/13,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/13,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/13,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/13,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/13,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/13,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp40,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
GP-Spike,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
GP-Small,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
GP-Second,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp30,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp24,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
L,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
NP,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
vp35,Homo sapiens,Sierra Leone,blood,2014/07/14,zaire
